fec_candidate_id,candidate_name,committee_id,committee_name,designation,designation_full,committee_type,committee_type_full,is_principal
S6NJ00271,"KEAN, THOMAS H JR",C00428474,2006 OPEN SEAT AND CHALLENGER FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6NJ00271,"KEAN, THOMAS H JR",C00423665,2006 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6NJ00271,"KEAN, THOMAS H JR",C00410365,ELECTION FUND OF TOM KEAN,A,Authorized by a candidate,S,Senate,False
S6NJ00271,"KEAN, THOMAS H JR",C00423749,GOOD GOVERNMENT FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6NJ00271,"KEAN, THOMAS H JR",C00429142,GOP MAJORITY FUND 2006,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6NJ00271,"KEAN, THOMAS H JR",C00426916,KEAN MAJORITY COMMITTEE,J,Joint fundraising committee,Y,Party - Qualified,False
S6NJ00271,"KEAN, THOMAS H JR",C00425702,KEAN-NJ VICTORY 06,J,Joint fundraising committee,Q,PAC - Qualified,False
S6MT00303,"KEHOE, CHRISTOPHER",C00943530,CHRISTOPHER KEHOE FOR SENATE LLC,P,Principal campaign committee,S,Senate,True
S2CA00922,"KEIVAULQE AUTIAMEINEIRE, FEPBRINA ESTR",C00762179,SUPPORT CALIFORNIA'S FUTURE BY ELECTING KEIVAULQE AUTIAMEINEIRE TO EMDOW GOOD CHANGES,P,Principal campaign committee,S,Senate,True
S0AZ00350,"KELLY, MARK",C00696526,MARK KELLY FOR SENATE,P,Principal campaign committee,S,Senate,True
S6IL00474,"KELLY, ROBIN",C00904300,ROBIN KELLY FOR SENATE,P,Principal campaign committee,S,Senate,True
S4LA00065,"KENNEDY, JOHN NEELY",C00450460,2008 JOINT CANDIDATE COMMITTE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4LA00065,"KENNEDY, JOHN NEELY",C00450221,"GOOD GOVERNMENT FUND 2008, THE",J,Joint fundraising committee,N,PAC - Nonqualified,False
S4LA00065,"KENNEDY, JOHN NEELY",C00449967,GOP JOINT SENATE COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4LA00065,"KENNEDY, JOHN NEELY",C00608398,JOHN KENNEDY FOR US,P,Principal campaign committee,S,Senate,True
S4LA00065,"KENNEDY, JOHN NEELY",C00396044,JOHN KENNEDY FOR US SENATE INC,P,Principal campaign committee,S,Senate,True
S4LA00065,"KENNEDY, JOHN NEELY",C00447466,KENNEDY MAJORITY COMMITTEE,J,Joint fundraising committee,Q,PAC - Qualified,False
S4LA00065,"KENNEDY, JOHN NEELY",C00448910,REPUBLICAN MAJORITY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4LA00065,"KENNEDY, JOHN NEELY",C00447441,SENATE BATTLEGROUND FUND,J,Joint fundraising committee,Q,PAC - Qualified,False
S4LA00065,"KENNEDY, JOHN NEELY",C00449306,SENATE MAJORITY COMMITTEE 2008,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8UT00242,"KENNEDY, MIKE",C00674358,KENNEDY FOR US SENATE,P,Principal campaign committee,S,Senate,True
S4NV00247,"KENNEDY, RONDA",C00828988,RONDA KENNEDY FOR SENATE,P,Principal campaign committee,S,Senate,True
S6KY00229,"KENNEDY, WENDE CAROL MS",C00897827,WENDE KENNEDY FOR US SENATOR KY,P,Principal campaign committee,S,Senate,True
S4IN00246,"KENT, RICHARD ALLEN REV",C00842518,COMMITTEE FOR THE ELECTION OF REV. RICHARD KENT,P,Principal campaign committee,S,Senate,True
S4TX00748,"KEOUGH, STEVE",C00844050,KEOUGH FOR SENATE,P,Principal campaign committee,S,Senate,True
S4MA00069,"KERRY, JOHN F",C00177147,KERRY COMMITTEE,A,Authorized by a candidate,S,Senate,False
S4MA00069,"KERRY, JOHN F",C00322925,KERRY/DNC VICTORY FUND,J,Joint fundraising committee,Y,Party - Qualified,False
S4MA00069,"KERRY, JOHN F",C00304840,KERRY/DSCC VICTORY FUND,J,Joint fundraising committee,Y,Party - Qualified,False
S4MA00069,"KERRY, JOHN F",C00320135,KERRY/DSCC VICTORY FUND,J,Joint fundraising committee,Y,Party - Qualified,False
S4MA00069,"KERRY, JOHN F",C00324079,KERRY/MDP VICTORY FUND,J,Joint fundraising committee,X,Party - Nonqualified,False
S4MA00069,"KERRY, JOHN F",C00438598,MASSACHUSETTS SENATE 2008,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4MA00069,"KERRY, JOHN F",C00408088,SPIRIT OF AMERICA PAC,U,Unauthorized,Q,PAC - Qualified,False
S6WV00196,"KESSLER, JEFFREY VINCENT",C00937854,KESSLER 2026,,,S,Senate,False
S4NJ00367,"KHALIL, CHRISTINA AMIRA",C00827162,CHRISTINA KHALIL FOR UNITED STATES SENATOR OF NEW JERSEY,P,Principal campaign committee,S,Senate,True
S6TX00362,"KHAN, GULREZ",C00899294,GULREZ GUS KHAN FOR U.S. SENATE,P,Principal campaign committee,S,Senate,True
S4NJ00466,"KIM, ANDY",C00648220,ANDY KIM FOR NEW JERSEY,P,Principal campaign committee,S,Senate,True
S6OH00361,"KINCAID, RONALD E JR",C00913038,RON KINCAID FOR SENATE,P,Principal campaign committee,S,Senate,True
S2ME00109,"KING, ANGUS S. JR.",C00516047,ANGUS KING FOR U.S. SENATE CAMPAIGN,P,Principal campaign committee,S,Senate,True
S2ME00109,"KING, ANGUS S. JR.",C00631960,BLUE SENATE 2018,J,Joint fundraising committee,S,Senate,False
S6GA00382,"KING, JOHN",C00904870,JOHN KING FOR SENATE,P,Principal campaign committee,S,Senate,True
S4GA11210,"KINGSTON, JOHN H SR REP",C00544676,FRIENDS OF JACK KINGSTON,P,Principal campaign committee,S,Senate,True
S6ME00381,"KLEBAN, DAN",C00918300,DAN KLEBAN FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6MN00267,"KLOBUCHAR, AMY",C00427047,AMY KLOBUCHAR VICTORY COMMITTEE,J,Joint fundraising committee,Q,PAC - Qualified,False
S6MN00267,"KLOBUCHAR, AMY",C00492249,CA RI MN MD VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00402958,COMMITTEE FOR A BETTER FUTURE,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00410191,KLOBUCHAR FOR MINNESOTA,A,Authorized by a candidate,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00431353,KLOBUCHAR FOR MINNESOTA,P,Principal campaign committee,S,Senate,True
S6MN00267,"KLOBUCHAR, AMY",C00428938,MICHIGAN CITIZENS FOR A SAFE ISRAEL,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00528802,MIDWEST SENATE VICTORY 2012,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00427518,MINNESOTA MISSOURI DEMOCRATIC VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00492074,MINNESOTA-MISSOURI VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00428672,MINNESOTA/MONTANA VICTORY 2006,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00498956,MINNESOTA NEVADA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00499384,MINNESOTA NEW YORK WASHINGTON VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00499376,MINNESOTA SENATE 2012,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00653857,MINNESOTA SENATE VICTORY 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00496539,MINNESOTA SENATE VICTORY COMMITTEE 2012,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00425090,MN GRASSROOTS VICTORY COMMITTEE,J,Joint fundraising committee,Y,Party - Qualified,False
S6MN00267,"KLOBUCHAR, AMY",C00653485,MN OH PA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00518860,MN RI VA VICTORY 2012,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00423582,NEW SENATE VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00428946,RHODE ISLAND MINNESOTA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00630806,RHODE ISLAND MINNESOTA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00492728,RI MN MD VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00426650,SAIL TO VICTORY 2006,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00655662,SECURE THE HEARTLAND FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00419457,SENATE DEMOCRATIC VICTORY 2006,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00631705,SENATE VICTORY 2018,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00422550,SENATE VICTORY FUND,J,Joint fundraising committee,Y,Party - Qualified,False
S6MN00267,"KLOBUCHAR, AMY",C00492736,TEXANS FOR A PROGRESSIVE SENATE,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00630467,TEXANS FOR A PROGRESSIVE SENATE,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00634352,UPPER MIDWEST WOMEN VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00501791,WARNER KLOBUCHAR SHAHEEN VICTORY,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00672527,WISCONSIN MINNESOTA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6MN00267,"KLOBUCHAR, AMY",C00685057,WOMEN ON THE ROAD 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00511642,WOMEN ON THE ROAD TO THE SENATE: 12 AND COUNTING - BAY AREA,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00519405,WOMEN ON THE ROAD TO THE SENATE 12 AND COUNTING - BOSTON,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00511626,WOMEN ON THE ROAD TO THE SENATE: 12 AND COUNTING -DENVER,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00511659,WOMEN ON THE ROAD TO THE SENATE: 12 AND COUNTING-LOS ANGELES,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00519462,WOMEN ON THE ROAD TO THE SENATE 12 AND COUNTING-NEW YORK CITY,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00511634,WOMEN ON THE ROAD TO THE SENATE: 12 AND COUNTING-SEATTLE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00519470,WOMEN ON THE ROAD TO THE SENATE 12 AND COUNTING-WASHINGTON DC,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MN00267,"KLOBUCHAR, AMY",C00501767,WOMEN'S SENATE VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0IA00101,"KRAUSE, ROBERT ALLEN",C00930107,BOB KRAUSE FOR SENATE,P,Principal campaign committee,S,Senate,True
S0IA00101,"KRAUSE, ROBERT ALLEN",C00579318,KRAUSE FOR IOWA INC,P,Principal campaign committee,S,Senate,True
S0IA00101,"KRAUSE, ROBERT ALLEN",C00461178,KRAUSE FOR IOWA'S FUTURE INC,P,Principal campaign committee,S,Senate,True
S4CT00187,"KRAWIECKI, ROBERT J",C00876441,KRAWIECKI4SENATE,P,Principal campaign committee,S,Senate,True
S6IL00482,"KRISHNAMOORTHI, S",C00904466,RAJA FOR ILLINOIS,P,Principal campaign committee,S,Senate,True
S6CO00390,"KUEBLER, JOSHUA WILLIAM",C00880112,JOSHUA KUEBLER SENATE RACE CANDIDATE,P,Principal campaign committee,S,Senate,True
S4CA00993,"KUMAR, HARMESH",C00833277,DR. KUMAR 4 US SENATE,P,Principal campaign committee,S,Senate,True
S2MO00528,"KUNCE, LUCAS",C00771972,HEARTLAND PATRIOTS,U,Unauthorized,Q,PAC - Qualified,False
S6LA00557,"LABRANCHE, JAMIE",C00912402,KIM LABRANCHE,P,Principal campaign committee,S,Senate,True
S4MN00569,"LACEY, JOYCE L",C00881581,JOYCE LACEY FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6IA00181,"LAEHN, THOMAS RAYMOND DR.",C00872903,"THOMAS LAEHN EXPLORATORY COMMITTEE, INCORPORATED",P,Principal campaign committee,S,Senate,True
S6ME00340,"LAFLAMME, ANDREA",C00907261,LAFLAMME FOR ME,P,Principal campaign committee,S,Senate,True
S4AZ00220,"LAKE, KARI",C00852343,KARI LAKE FOR SENATE,P,Principal campaign committee,S,Senate,True
S4AZ00220,"LAKE, KARI",C00829390,LAKE FOR AZ SENATE REPUBLICAN NOMINEE FUND 2024,A,Authorized by a candidate,S,Senate,False
S4HI00177,"LAM, ADRIEL",C00859785,LAM4ALOHA,P,Principal campaign committee,S,Senate,True
S6NH00216,"LAMARE, DENNIS",C00947754,DENNIS FOR SENATE,P,Principal campaign committee,S,Senate,True
S4AZ00188,"LAMB, MARK",C00837476,MARK LAMB FOR SENATE,P,Principal campaign committee,S,Senate,True
S2AZ00331,"LAMON, JIM MR",C00778407,JIM LAMON FOR SENATE,P,Principal campaign committee,S,Senate,True
S6FL00657,"LANG, JAKE",C00897330,JAKE LANG FOR SENATE INC,P,Principal campaign committee,S,Senate,True
S4OK00232,"LANKFORD, JAMES PAUL",C00576280,2015 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4OK00232,"LANKFORD, JAMES PAUL",C00621573,BARRASSO LANKFORD VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4OK00232,"LANKFORD, JAMES PAUL",C00466482,FAMILIES FOR JAMES LANKFORD,P,Principal campaign committee,S,Senate,True
S4OH00200,"LAROSE, FRANK",C00845735,LAROSE FOR SENATE,P,Principal campaign committee,S,Senate,True
S6FL00624,"LAROSE, JOSUE ECONOMIST",C00894972,JOSUE LAROSE FOR UNITED STATES SENATE 2026,P,Principal campaign committee,S,Senate,True
S6AL00427,"LARRIETT, DAKARAI",C00901017,ELECT DAKARAI LARRIETT,P,Principal campaign committee,S,Senate,True
S2WI00342,"LASRY, ALEX",C00769604,LASRY FOR WISCONSIN,P,Principal campaign committee,S,Senate,True
S6OH00338,"LAU, LYNNEA MS.",C00906255,LYNNEA LAU FOR SENATE,P,Principal campaign committee,S,Senate,True
S2NJ00080,"LAUTENBERG, FRANK R",C00302273,LAUTENBERG 2000 COMMITTEE,A,Authorized by a candidate,S,Senate,False
S2NJ00080,"LAUTENBERG, FRANK R",C00176651,LAUTENBERG COMMITTEE,A,Authorized by a candidate,S,Senate,False
S2NJ00080,"LAUTENBERG, FRANK R",C00235994,LAUTENBERG COMMITTEE (1994),A,Authorized by a candidate,S,Senate,False
S2NJ00080,"LAUTENBERG, FRANK R",C00382457,LAUTENBERG FOR SENATE,P,Principal campaign committee,S,Senate,True
S2NJ00080,"LAUTENBERG, FRANK R",C00150938,LAUTENBERG FOR U S SENATE COMMITTEE,A,Authorized by a candidate,S,Senate,False
S2NJ00080,"LAUTENBERG, FRANK R",C00409482,LAUTENBERG NJ VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2NJ00080,"LAUTENBERG, FRANK R",C00382465,NEW JERSEY 2002,J,Joint fundraising committee,X,Party - Nonqualified,False
S2NJ00080,"LAUTENBERG, FRANK R",C00298927,NEW JERSEY COMMITTEE '94,J,Joint fundraising committee,Y,Party - Qualified,False
S2NJ00080,"LAUTENBERG, FRANK R",C00438119,NEW JERSEY SENATE 2008,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2NJ00080,"LAUTENBERG, FRANK R",C00450486,SENATE MAJORITY VICTORY 08,J,Joint fundraising committee,S,Senate,False
S2NJ00080,"LAUTENBERG, FRANK R",C00232819,VICTORY FLIGHT '88,J,Joint fundraising committee,Q,PAC - Qualified,False
S2NJ00080,"LAUTENBERG, FRANK R",C00232645,VOICES FOR CHANGE '88,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6OK04189,"LAVANN, REBEKAH JEQETTA",C00931584,REBEKAH LAVANN FOR US SENATOR 2026,P,Principal campaign committee,S,Senate,True
S6ID00161,"LAVE, DENNY",C00940833,DENNY FOR SENATE,P,Principal campaign committee,S,Senate,True
S6AL00492,"LAVENDER, LAMONT",C00935791,COMMITTE TO ELECT LAMONT LAVENDER FOR SENATE,P,Principal campaign committee,S,Senate,True
S4CA00548,"LAWLER, ROXANNE ELIZABETH MS",C00832022,ROXANNE LAWLER US REPUBLICAN SENATOR (CA),P,Principal campaign committee,S,Senate,True
S2WA00486,"LAWSON, LEON MR",C00814764,LEON LAWSON FOR US SENATE,P,Principal campaign committee,S,Senate,True
S2NV00324,"LAXALT, ADAM",C00772897,LAXALT FOR NV SENATE REPUBLICAN NOMINEE FUND 2022,A,Authorized by a candidate,S,Senate,False
S2NV00324,"LAXALT, ADAM",C00787135,LAXALT FOR SENATE,P,Principal campaign committee,S,Senate,True
S4WI00280,"LEAGER, THOMAS CHARLES MR.",C00875021,LEAGER FOR US SENATE,P,Principal campaign committee,S,Senate,True
S4VT00017,"LEAHY, PATRICK J",C00619932,BLUE SENATE 2016,J,Joint fundraising committee,S,Senate,False
S4VT00017,"LEAHY, PATRICK J",C00135715,CALIFORNIANS FOR A RESPONSIBLE SENATE - BAYH/CULVER/LEAHY/NELSON,J,Joint fundraising committee,S,Senate,False
S4VT00017,"LEAHY, PATRICK J",C00385872,DASCHLE-LEAHY VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4VT00017,"LEAHY, PATRICK J",C00391623,LEAHY-CANTWELL COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4VT00017,"LEAHY, PATRICK J",C00566547,LEAHY GREEN MOUNTAIN COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4VT00017,"LEAHY, PATRICK J",C00423822,LEAHY GREEN MOUNTAIN VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4VT00017,"LEAHY, PATRICK J",C00622282,NEW ENGLAND SENATE VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4VT00017,"LEAHY, PATRICK J",C00068353,SENATE FUTURE FUND,U,Unauthorized,N,PAC - Nonqualified,False
S4VT00017,"LEAHY, PATRICK J",C00290445,VERMONT DEMOCRATIC VICTORY FUND,J,Joint fundraising committee,X,Party - Nonqualified,False
S4VT00017,"LEAHY, PATRICK J",C00477273,VERMONT SENATE 2010,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4VT00017,"LEAHY, PATRICK J",C00405357,VERMONT VICTORY 2004,J,Joint fundraising committee,X,Party - Nonqualified,False
S4VT00017,"LEAHY, PATRICK J",C00557462,VERMONT VIRGINIA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4VT00017,"LEAHY, PATRICK J",C00210088,VOICES FOR CHANGE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6IL00433,"LEAVELL, STANLEY MR.",C00899799,STANLEY LEAVELL FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6NJ00438,"LEBOVICS, ROBERT",C00941534,LEBOVICS FOR SENATE,P,Principal campaign committee,S,Senate,True
S4CA00589,"LEE, BARBARA",C00833608,BARBARA LEE FOR US SENATE,P,Principal campaign committee,S,Senate,True
S0UT00165,"LEE, MIKE",C00576280,2015 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S0UT00165,"LEE, MIKE",C00473827,FRIENDS OF MIKE LEE INC,P,Principal campaign committee,S,Senate,True
S0UT00165,"LEE, MIKE",C00544601,IN DEFENSE OF FREE SPEECH JFC,J,Joint fundraising committee,S,Senate,False
S0UT00165,"LEE, MIKE",C00565473,LEE CRUZ MASSIE & SCHWEIKERT VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0UT00165,"LEE, MIKE",C00562033,LEE CRUZ VICTORY COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6GA00424,"LEGETTE, KIA",C00931253,"KIA MARIE, A CANDIDATE FOR US SENATE",U,Unauthorized,U,Single Candidate Independent Expenditure,False
S2FL00227,"LEMIEUX, GEORGE S",C00494971,FLORIDA FREEDOM COMMITTEE,U,Unauthorized,Q,PAC - Qualified,False
S6LA00664,"LETLOW, JULIA",C00935411,JULIA LETLOW FOR LOUISIANA,P,Principal campaign committee,S,Senate,True
S6OH00395,"LEVY, GREGORY LEE",C00918839,GREG LEVY FOR SENATE,P,Principal campaign committee,S,Senate,True
S2WI00458,"LEWIS, CHANTIA",C00785063,CHANTIA LEWIS FOR WISCONSIN,P,Principal campaign committee,S,Senate,True
S2CA00872,"LIEW, SARAH SUN DR.",C00750034,DR SARAH LIEW FOR US SENATOR,A,Authorized by a candidate,S,Senate,False
S2CA00872,"LIEW, SARAH SUN DR.",C00721787,DR. SARAH SUN LIEW FOR U.S. SENATE,P,Principal campaign committee,S,Senate,True
S2NV00415,"LINDEMANN, BARRY",C00822619,BARRY LINDEMANN SENATE CANDIDATE,A,Authorized by a candidate,S,Senate,False
S2NV00415,"LINDEMANN, BARRY",C00846519,COMMITTEE TO ELECT BARRY LINDEMANN,P,Principal campaign committee,S,Senate,True
S4WV00423,"LINDSAY, DONALD",C00867507,DON LINDSAY FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6MS00117,"LITTELL, ALBERT R",C00908046,ALBERT LITTELL FOR SENATE,P,Principal campaign committee,S,Senate,True
S6AR00215,"LITTLE, JEB",C00926568,JEB LITTLE FOR SENATE,P,Principal campaign committee,S,Senate,True
S4UT00183,"LOBO-BLANCO, GABRIEL STUART",C00840207,"COMMITTEE TO ELECT GABRIEL STUART LOBO-BLANCO FOR US SENATE, INC.",P,Principal campaign committee,S,Senate,True
S2MO00726,"LONG, BILLY",C00460063,BILLY LONG FOR SENATE,P,Principal campaign committee,S,Senate,True
H0MO07113,"LONG, BILLY MR.",C00460063,BILLY LONG FOR SENATE,P,Principal campaign committee,S,Senate,True
H0MO07113,"LONG, BILLY MR.",C00624841,HEALTH FIRST COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
H0MO07113,"LONG, BILLY MR.",C00610501,LONGHORN INNOVATION 2016,J,Joint fundraising committee,H,House,False
H0MO07113,"LONG, BILLY MR.",C00496562,SECURITY FOR AMERICA FUND,J,Joint fundraising committee,H,House,False
S6IL00540,"LONG, PAMELA",C00904516,LONG FOR SENATE 2026,P,Principal campaign committee,S,Senate,True
S2NY00259,"LONG, WENDY",C00610402,WENDY LONG 2016 INC,P,Principal campaign committee,S,Senate,True
S2NY00259,"LONG, WENDY",C00514265,WENDY LONG FOR NEW YORK INC,A,Authorized by a candidate,H,House,False
S6MN00465,"LOPEZ FRANZEN, MELISA",C00899310,MELISA FOR MINNESOTA,P,Principal campaign committee,S,Senate,True
S6SC04353,"LOUIS, DONAVAN ARTHUR MR",C00936278,DON LOUIS FOR US SENATE,P,Principal campaign committee,S,Senate,True
S0TX00308,"LOVE, JOHN BENARD III",C00720573,LOVE FOR TEXAS,P,Principal campaign committee,H,House,True
S0NM00058,"LUJAN, BEN RAY",C00443689,PEOPLE FOR BEN,P,Principal campaign committee,S,Senate,True
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",C00443580,LUMMIS FOR WYOMING INC.,P,Principal campaign committee,S,Senate,True
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",C00705467,WYOMING SENATE REPUBLICAN NOMINEE FUND - CYNTHIA LUMMIS,A,Authorized by a candidate,S,Senate,False
S6FL00673,"LYLES, TAMIKA MS",C00900522,LYLES FOR SENATE,P,Principal campaign committee,S,Senate,True
S6SC04213,"LYNCH, MARK",C00897140,LYNCH FOR SENATE,P,Principal campaign committee,S,Senate,True
S8TN00311,"MACKLER, JAMES",C00637850,JAMES MACKLER FOR US SENATE,P,Principal campaign committee,S,Senate,True
S8NY00256,"MADSON, JOSHUA",C00829234,HALCYON FUND JOSHUA O MADSON,P,Principal campaign committee,S,Senate,True
S6NV00234,"MAHENDRA, SUJEET BOBBY NARENDRA",C00608240,BOBBY MAHENDRA FOR SENATE,P,Principal campaign committee,S,Senate,True
S2VT00292,"MALLOY, GERALD",C00809699,"GERALD MALLOY FOR US SENATE, LIMITED",P,Principal campaign committee,S,Senate,True
S0WV00090,"MANCHIN, JOE III",C00631960,BLUE SENATE 2018,J,Joint fundraising committee,S,Senate,False
S0WV00090,"MANCHIN, JOE III",C00521807,MANCHIN HEINRICH VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0WV00090,"MANCHIN, JOE III",C00527374,MANCHIN VICTORY 2012,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0WV00090,"MANCHIN, JOE III",C00667501,SENATE 2018 IMPACT,J,Joint fundraising committee,S,Senate,False
S0WV00090,"MANCHIN, JOE III",C00682591,SENATE IMPACT: MO & WV,J,Joint fundraising committee,S,Senate,False
S0WV00090,"MANCHIN, JOE III",C00636811,SENATE IMPACT: ND & WV,J,Joint fundraising committee,S,Senate,False
S0WV00090,"MANCHIN, JOE III",C00676817,SENATE IMPACT WV & MT,J,Joint fundraising committee,S,Senate,False
S0WV00090,"MANCHIN, JOE III",C00486563,WEST VIRGINIA PAC,U,Unauthorized,V,Hybrid PAC (with Non-Contribution Account) - Nonqualified,False
S2OH00170,"MANDEL, JOSHUA A.",C00535187,BERG LINGLE MANDEL REHBERG VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S2OH00170,"MANDEL, JOSHUA A.",C00519819,BERG MANDEL REHBERG COMMITTEE 2012,J,Joint fundraising committee,S,Senate,False
S2OH00170,"MANDEL, JOSHUA A.",C00494930,"CITIZENS FOR JOSH MANDEL, INC.",P,Principal campaign committee,S,Senate,True
S2OH00170,"MANDEL, JOSHUA A.",C00495077,FOUNDERS' COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2OH00170,"MANDEL, JOSHUA A.",C00512574,FRIENDS FOR A REPUBLICAN MAJORITY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2OH00170,"MANDEL, JOSHUA A.",C00510537,JOSH MANDEL SENATE VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2OH00170,"MANDEL, JOSHUA A.",C00508176,JOSH MANDEL VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2OH00170,"MANDEL, JOSHUA A.",C00527424,LEGACY VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2OH00170,"MANDEL, JOSHUA A.",C00512160,LINGLE-MANDEL FOR A SENATE MAJORITY 2012,J,Joint fundraising committee,S,Senate,False
S2OH00170,"MANDEL, JOSHUA A.",C00516674,NMB DENVER 2012 COMMITTEE,J,Joint fundraising committee,S,Senate,False
