state,state_name,polymarket_event_id,polymarket_event_slug,polymarket_event_title,polymarket_event_url,polymarket_market_id,polymarket_market_slug,polymarket_market_question,polymarket_market_url,polymarket_embed_url,market_entity_name,market_entity_type,market_party_normalized,yes_probability,no_probability,last_trade_price,best_bid,best_ask,volume,liquidity,active,closed,event_updated_at,data_pulled_at,matched_fec_candidate_id,matched_candidate_name,matched_party,matched_party_normalized,candidate_match_status,candidate_match_count,candidate_match_candidates
MT,Montana,57660,montana-senate-election-winner,Montana Senate Election Winner,https://polymarket.com/event/montana-senate-election-winner,630833,will-an-independent-win-the-montana-senate-race-in-2026,Will an independent win the Montana Senate race in 2026?,https://polymarket.com/event/montana-senate-election-winner#630833,https://embed.polymarket.com/market?market=will-an-independent-win-the-montana-senate-race-in-2026&height=300,Independent,party,OTHER,0.1325,0.8675,,0.126,0.139,345.52924,12117.89523,True,False,2026-05-03T12:06:25.784234Z,2026-05-03T12:08:24.887965+00:00,,,Independent,OTHER,party_market_no_selected_candidate,0,
MT,Montana,57660,montana-senate-election-winner,Montana Senate Election Winner,https://polymarket.com/event/montana-senate-election-winner,630831,will-the-democrats-win-the-montana-senate-race-in-2026,Will the Democrats win the Montana Senate race in 2026?,https://polymarket.com/event/montana-senate-election-winner#630831,https://embed.polymarket.com/market?market=will-the-democrats-win-the-montana-senate-race-in-2026&height=300,Democrat,party,DEM,0.071,0.929,0.073,0.069,0.073,31864.51863299999,14544.60862,True,False,2026-05-03T12:06:25.784234Z,2026-05-03T12:08:24.887545+00:00,S6MT00162,"TESTER, R. JON",DEM,DEM,party_market_selected_candidate,1,S6MT00162
NC,North Carolina,57664,north-carolina-senate-election-winner,North Carolina Senate Election Winner,https://polymarket.com/event/north-carolina-senate-election-winner,630883,will-the-democrats-win-the-north-carolina-senate-race-in-2026,Will the Democrats win the North Carolina Senate race in 2026?,https://polymarket.com/event/north-carolina-senate-election-winner#630883,https://embed.polymarket.com/market?market=will-the-democrats-win-the-north-carolina-senate-race-in-2026&height=300,Democrat,party,DEM,0.855,0.145,0.86,0.85,0.86,19665.379586000003,13071.8101,True,False,2026-05-03T12:06:26.266912Z,2026-05-03T12:08:24.893291+00:00,S2NC00497,"BEASLEY, CHERI",DEM,DEM,party_market_selected_candidate,1,S2NC00497
NC,North Carolina,57664,north-carolina-senate-election-winner,North Carolina Senate Election Winner,https://polymarket.com/event/north-carolina-senate-election-winner,630884,will-the-republicans-win-the-north-carolina-senate-race-in-2026,Will the Republicans win the North Carolina Senate race in 2026?,https://polymarket.com/event/north-carolina-senate-election-winner#630884,https://embed.polymarket.com/market?market=will-the-republicans-win-the-north-carolina-senate-race-in-2026&height=300,Republican,party,REP,0.145,0.855,0.14,0.14,0.15,31917.026662000004,14553.0213,True,False,2026-05-03T12:06:26.266912Z,2026-05-03T12:08:24.893764+00:00,S4NC00162,"TILLIS, THOM R SEN",REP,REP,party_market_selected_candidate,1,S4NC00162
NE,Nebraska,59204,nebraska-senate-election-winner,Nebraska Senate Election Winner,https://polymarket.com/event/nebraska-senate-election-winner,634892,will-the-republicans-win-the-nebraska-senate-race-in-2026,Will the Republicans win the Nebraska Senate race in 2026?,https://polymarket.com/event/nebraska-senate-election-winner#634892,https://embed.polymarket.com/market?market=will-the-republicans-win-the-nebraska-senate-race-in-2026&height=300,Republican,party,REP,0.665,0.335,0.66,0.66,0.67,46391.12492900044,14099.2828,True,False,2026-05-03T12:06:30.238751Z,2026-05-03T12:08:24.889867+00:00,S6NE00129,"RICKETTS, PETE",REP,REP,party_market_selected_candidate,1,S6NE00129
NE,Nebraska,59204,nebraska-senate-election-winner,Nebraska Senate Election Winner,https://polymarket.com/event/nebraska-senate-election-winner,634893,will-an-independent-win-the-nebraska-senate-race-in-2026,Will an independent win the Nebraska Senate race in 2026?,https://polymarket.com/event/nebraska-senate-election-winner#634893,https://embed.polymarket.com/market?market=will-an-independent-win-the-nebraska-senate-race-in-2026&height=300,Independent,party,OTHER,0.3,0.7,0.3,0.29,0.31,706.7723,12319.1218,True,False,2026-05-03T12:06:30.238751Z,2026-05-03T12:08:24.889392+00:00,,,Independent,OTHER,party_market_no_selected_candidate,0,
NE,Nebraska,59204,nebraska-senate-election-winner,Nebraska Senate Election Winner,https://polymarket.com/event/nebraska-senate-election-winner,634891,will-the-democrats-win-the-nebraska-senate-race-in-2026,Will the Democrats win the Nebraska Senate race in 2026?,https://polymarket.com/event/nebraska-senate-election-winner#634891,https://embed.polymarket.com/market?market=will-the-democrats-win-the-nebraska-senate-race-in-2026&height=300,Democrat,party,DEM,0.0365,0.9635,0.036,0.036,0.037,61221.79486600002,15696.76109,True,False,2026-05-03T12:06:30.238751Z,2026-05-03T12:08:24.888979+00:00,S6NE00095,"NELSON, E BENJAMIN",DEM,DEM,party_market_selected_candidate,1,S6NE00095
NH,New Hampshire,57661,new-hampshire-senate-election-winner,New Hampshire Senate Election Winner,https://polymarket.com/event/new-hampshire-senate-election-winner,630844,will-the-democrats-win-the-new-hampshire-senate-race-in-2026,Will the Democrats win the New Hampshire Senate race in 2026?,https://polymarket.com/event/new-hampshire-senate-election-winner#630844,https://embed.polymarket.com/market?market=will-the-democrats-win-the-new-hampshire-senate-race-in-2026&height=300,Democrat,party,DEM,0.84,0.16,0.85,0.83,0.85,17744.898029999997,10141.8048,True,False,2026-05-03T12:06:26.526506Z,2026-05-03T12:08:24.890361+00:00,S6NH00091,"HASSAN, MARGARET WOOD",DEM,DEM,party_market_selected_candidate,1,S6NH00091
NH,New Hampshire,57661,new-hampshire-senate-election-winner,New Hampshire Senate Election Winner,https://polymarket.com/event/new-hampshire-senate-election-winner,630845,will-the-republicans-win-the-new-hampshire-senate-race-in-2026,Will the Republicans win the New Hampshire Senate race in 2026?,https://polymarket.com/event/new-hampshire-senate-election-winner#630845,https://embed.polymarket.com/market?market=will-the-republicans-win-the-new-hampshire-senate-race-in-2026&height=300,Republican,party,REP,0.17,0.83,0.16,0.16,0.18,7750.879737,10207.2404,True,False,2026-05-03T12:06:26.526506Z,2026-05-03T12:08:24.890829+00:00,S0NH00326,"BOLDUC, DONALD C.",REP,REP,party_market_selected_candidate,1,S0NH00326
NJ,New Jersey,57662,new-jersey-senate-election-winner,New Jersey Senate Election Winner,https://polymarket.com/event/new-jersey-senate-election-winner,630857,will-the-democrats-win-the-new-jersey-senate-race-in-2026,Will the Democrats win the New Jersey Senate race in 2026?,https://polymarket.com/event/new-jersey-senate-election-winner#630857,https://embed.polymarket.com/market?market=will-the-democrats-win-the-new-jersey-senate-race-in-2026&height=300,Democrat,party,DEM,0.94,0.06,0.93,0.93,0.95,8809.355396000004,12377.5157,True,False,2026-05-03T12:06:22.747487Z,2026-05-03T12:08:24.891349+00:00,S4NJ00185,"BOOKER, CORY A.",DEM,DEM,party_market_selected_candidate,1,S4NJ00185
NJ,New Jersey,57662,new-jersey-senate-election-winner,New Jersey Senate Election Winner,https://polymarket.com/event/new-jersey-senate-election-winner,630858,will-the-republicans-win-the-new-jersey-senate-race-in-2026,Will the Republicans win the New Jersey Senate race in 2026?,https://polymarket.com/event/new-jersey-senate-election-winner#630858,https://embed.polymarket.com/market?market=will-the-republicans-win-the-new-jersey-senate-race-in-2026&height=300,Republican,party,REP,0.0435,0.9565,0.035,0.032,0.055,8714.93947400001,13265.56957,True,False,2026-05-03T12:06:22.747487Z,2026-05-03T12:08:24.891840+00:00,S6NJ00131,"ZIMMER, DICK",REP,REP,party_market_selected_candidate,1,S6NJ00131
NM,New Mexico,57663,new-mexico-senate-election-winner,New Mexico Senate Election Winner,https://polymarket.com/event/new-mexico-senate-election-winner,630870,will-the-democrats-win-the-new-mexico-senate-race-in-2026,Will the Democrats win the New Mexico Senate race in 2026?,https://polymarket.com/event/new-mexico-senate-election-winner#630870,https://embed.polymarket.com/market?market=will-the-democrats-win-the-new-mexico-senate-race-in-2026&height=300,Democrat,party,DEM,0.957,0.043,0.964,0.955,0.959,7945.033398000002,16332.83674,True,False,2026-05-03T12:06:23.390117Z,2026-05-03T12:08:24.892330+00:00,S2NM00088,"HEINRICH, MARTIN",DEM,DEM,party_market_selected_candidate,1,S2NM00088
NM,New Mexico,57663,new-mexico-senate-election-winner,New Mexico Senate Election Winner,https://polymarket.com/event/new-mexico-senate-election-winner,630871,will-the-republicans-win-the-new-mexico-senate-race-in-2026,Will the Republicans win the New Mexico Senate race in 2026?,https://polymarket.com/event/new-mexico-senate-election-winner#630871,https://embed.polymarket.com/market?market=will-the-republicans-win-the-new-mexico-senate-race-in-2026&height=300,Republican,party,REP,0.0275,0.9725,0.021,0.023,0.032,5851.2132630000015,16472.35736,True,False,2026-05-03T12:06:23.390117Z,2026-05-03T12:08:24.892804+00:00,S4NM00183,"DOMENICI, NELLA LOUISE LOUISE",REP,REP,party_market_selected_candidate,1,S4NM00183
OH,Ohio,57682,ohio-senate-election-winner,Ohio Senate Election Winner,https://polymarket.com/event/ohio-senate-election-winner,631057,will-the-democrats-win-the-ohio-senate-race-in-2026,Will the Democrats win the Ohio Senate race in 2026?,https://polymarket.com/event/ohio-senate-election-winner#631057,https://embed.polymarket.com/market?market=will-the-democrats-win-the-ohio-senate-race-in-2026&height=300,Democrat,party,DEM,0.595,0.405,0.59,0.59,0.6,42281.30763699991,25990.5609,True,False,2026-05-03T12:06:28.762714Z,2026-05-03T12:08:24.894351+00:00,S6OH00163,"BROWN, SHERROD",DEM,DEM,party_market_selected_candidate,1,S6OH00163
OH,Ohio,57682,ohio-senate-election-winner,Ohio Senate Election Winner,https://polymarket.com/event/ohio-senate-election-winner,631058,will-the-republicans-win-the-ohio-senate-race-in-2026,Will the Republicans win the Ohio Senate race in 2026?,https://polymarket.com/event/ohio-senate-election-winner#631058,https://embed.polymarket.com/market?market=will-the-republicans-win-the-ohio-senate-race-in-2026&height=300,Republican,party,REP,0.415,0.585,0.42,0.41,0.42,30884.109063999967,24832.1457,True,False,2026-05-03T12:06:28.762714Z,2026-05-03T12:08:24.894905+00:00,S4OH00192,"MORENO, BERNIE",REP,REP,party_market_selected_candidate,1,S4OH00192
OK,Oklahoma,57679,oklahoma-senate-election-winner,Oklahoma Senate Election Winner,https://polymarket.com/event/oklahoma-senate-election-winner,631031,will-the-republicans-win-the-oklahoma-senate-race-in-2026,Will the Republicans win the Oklahoma Senate race in 2026?,https://polymarket.com/event/oklahoma-senate-election-winner#631031,https://embed.polymarket.com/market?market=will-the-republicans-win-the-oklahoma-senate-race-in-2026&height=300,Republican,party,REP,0.925,0.075,0.92,0.92,0.93,8120.945166,2642.3057,True,False,2026-05-03T12:06:23.705489Z,2026-05-03T12:08:24.895710+00:00,S6OK04247,"HERN, KEVIN",REP,REP,party_market_selected_candidate,1,S6OK04247
OK,Oklahoma,57679,oklahoma-senate-election-winner,Oklahoma Senate Election Winner,https://polymarket.com/event/oklahoma-senate-election-winner,631030,will-the-democrats-win-the-oklahoma-senate-race-in-2026,Will the Democrats win the Oklahoma Senate race in 2026?,https://polymarket.com/event/oklahoma-senate-election-winner#631030,https://embed.polymarket.com/market?market=will-the-democrats-win-the-oklahoma-senate-race-in-2026&height=300,Democrat,party,DEM,0.063,0.937,0.047,0.059,0.067,5195.022318,11148.42584,True,False,2026-05-03T12:06:23.705489Z,2026-05-03T12:08:24.896268+00:00,S0OK00370,"BROYLES, ABBY",DEM,DEM,party_market_selected_candidate,1,S0OK00370
OR,Oregon,57667,oregon-senate-election-winner,Oregon Senate Election Winner,https://polymarket.com/event/oregon-senate-election-winner,630898,will-the-democrats-win-the-oregon-senate-race-in-2026,Will the Democrats win the Oregon Senate race in 2026?,https://polymarket.com/event/oregon-senate-election-winner#630898,https://embed.polymarket.com/market?market=will-the-democrats-win-the-oregon-senate-race-in-2026&height=300,Democrat,party,DEM,0.93,0.07,0.92,0.91,0.95,2490.8108180000013,11265.8075,True,False,2026-05-03T12:06:24.188319Z,2026-05-03T12:08:24.897230+00:00,S6OR00110,"WYDEN, RONALD L.",DEM,DEM,party_market_selected_candidate,1,S6OR00110
OR,Oregon,57667,oregon-senate-election-winner,Oregon Senate Election Winner,https://polymarket.com/event/oregon-senate-election-winner,630899,will-the-republicans-win-the-oregon-senate-race-in-2026,Will the Republicans win the Oregon Senate race in 2026?,https://polymarket.com/event/oregon-senate-election-winner#630899,https://embed.polymarket.com/market?market=will-the-republicans-win-the-oregon-senate-race-in-2026&height=300,Republican,party,REP,0.075,0.925,0.09,0.06,0.09,1040.0076319999998,12396.2495,True,False,2026-05-03T12:06:24.188319Z,2026-05-03T12:08:24.896763+00:00,S6OR05218,"SMITH, DAVID BROCK",REP,REP,party_market_selected_candidate,1,S6OR05218
RI,Rhode Island,57668,rhode-island-senate-election-winner,Rhode Island Senate Election Winner,https://polymarket.com/event/rhode-island-senate-election-winner,630911,will-the-democrats-win-the-rhode-island-senate-race-in-2026,Will the Democrats win the Rhode Island Senate race in 2026?,https://polymarket.com/event/rhode-island-senate-election-winner#630911,https://embed.polymarket.com/market?market=will-the-democrats-win-the-rhode-island-senate-race-in-2026&height=300,Democrat,party,DEM,0.915,0.085,0.91,0.9,0.93,4950.7873449999925,12114.2873,True,False,2026-05-03T12:06:29.584004Z,2026-05-03T12:08:24.897798+00:00,S6RI00221,"WHITEHOUSE, SHELDON",DEM,DEM,party_market_selected_candidate,1,S6RI00221
RI,Rhode Island,57668,rhode-island-senate-election-winner,Rhode Island Senate Election Winner,https://polymarket.com/event/rhode-island-senate-election-winner,630912,will-the-republicans-win-the-rhode-island-senate-race-in-2026,Will the Republicans win the Rhode Island Senate race in 2026?,https://polymarket.com/event/rhode-island-senate-election-winner#630912,https://embed.polymarket.com/market?market=will-the-republicans-win-the-rhode-island-senate-race-in-2026&height=300,Republican,party,REP,0.05,0.95,0.07,0.03,0.07,2708.842465000001,11521.5224,True,False,2026-05-03T12:06:29.584004Z,2026-05-03T12:08:24.898276+00:00,S4RI00085,"MORGAN, PATRICIA L",REP,REP,party_market_selected_candidate,1,S4RI00085
SC,South Carolina,57669,south-carolina-senate-election-winner,South Carolina Senate Election Winner,https://polymarket.com/event/south-carolina-senate-election-winner,630925,will-the-republicans-win-the-south-carolina-senate-race-in-2026,Will the Republicans win the South Carolina Senate race in 2026?,https://polymarket.com/event/south-carolina-senate-election-winner#630925,https://embed.polymarket.com/market?market=will-the-republicans-win-the-south-carolina-senate-race-in-2026&height=300,Republican,party,REP,0.79,0.21,0.77,0.77,0.81,10276.069674,10625.0065,True,False,2026-05-03T12:06:23.983915Z,2026-05-03T12:08:24.899210+00:00,S0SC00149,"GRAHAM, LINDSEY O.",REP,REP,party_market_selected_candidate,1,S0SC00149
SC,South Carolina,57669,south-carolina-senate-election-winner,South Carolina Senate Election Winner,https://polymarket.com/event/south-carolina-senate-election-winner,630924,will-the-democrats-win-the-south-carolina-senate-race-in-2026,Will the Democrats win the South Carolina Senate race in 2026?,https://polymarket.com/event/south-carolina-senate-election-winner#630924,https://embed.polymarket.com/market?market=will-the-democrats-win-the-south-carolina-senate-race-in-2026&height=300,Democrat,party,DEM,0.22,0.78,0.23,0.2,0.24,17616.185435999992,14351.9517,True,False,2026-05-03T12:06:23.983915Z,2026-05-03T12:08:24.898755+00:00,S0SC00289,"HARRISON, JAIME",DEM,DEM,party_market_selected_candidate,1,S0SC00289
SD,South Dakota,57670,south-dakota-senate-election-winner,South Dakota Senate Election Winner,https://polymarket.com/event/south-dakota-senate-election-winner,630938,will-the-republicans-win-the-south-dakota-senate-race-in-2026,Will the Republicans win the South Dakota Senate race in 2026?,https://polymarket.com/event/south-dakota-senate-election-winner#630938,https://embed.polymarket.com/market?market=will-the-republicans-win-the-south-dakota-senate-race-in-2026&height=300,Republican,party,REP,0.92,0.08,0.86,0.9,0.94,2778.132376999999,1256.6143,True,False,2026-05-03T12:06:29.294032Z,2026-05-03T12:08:24.899670+00:00,S2SD00068,"THUNE, JOHN R.",REP,REP,party_market_selected_candidate,1,S2SD00068
SD,South Dakota,57670,south-dakota-senate-election-winner,South Dakota Senate Election Winner,https://polymarket.com/event/south-dakota-senate-election-winner,630937,will-the-democrats-win-the-south-dakota-senate-race-in-2026,Will the Democrats win the South Dakota Senate race in 2026?,https://polymarket.com/event/south-dakota-senate-election-winner#630937,https://embed.polymarket.com/market?market=will-the-democrats-win-the-south-dakota-senate-race-in-2026&height=300,Democrat,party,DEM,0.0345,0.9655,0.02,0.011,0.058,1746.3448780000003,708.4593,True,False,2026-05-03T12:06:29.294032Z,2026-05-03T12:08:24.900121+00:00,S6SD01125,"BEAUDION, JULIAN C",DEM,DEM,party_market_selected_candidate,1,S6SD01125
TN,Tennessee,57671,tennessee-senate-election-winner,Tennessee Senate Election Winner,https://polymarket.com/event/tennessee-senate-election-winner,630951,will-the-republicans-win-the-tennessee-senate-race-in-2026,Will the Republicans win the Tennessee Senate race in 2026?,https://polymarket.com/event/tennessee-senate-election-winner#630951,https://embed.polymarket.com/market?market=will-the-republicans-win-the-tennessee-senate-race-in-2026&height=300,Republican,party,REP,0.95,0.05,0.95,0.94,0.96,10376.166439999994,13014.2013,True,False,2026-05-03T12:06:32.726548Z,2026-05-03T12:08:24.901043+00:00,S0TN00169,"HAGERTY, BILL",REP,REP,party_market_selected_candidate,1,S0TN00169
TN,Tennessee,57671,tennessee-senate-election-winner,Tennessee Senate Election Winner,https://polymarket.com/event/tennessee-senate-election-winner,630950,will-the-democrats-win-the-tennessee-senate-race-in-2026,Will the Democrats win the Tennessee Senate race in 2026?,https://polymarket.com/event/tennessee-senate-election-winner#630950,https://embed.polymarket.com/market?market=will-the-democrats-win-the-tennessee-senate-race-in-2026&height=300,Democrat,party,DEM,0.055,0.945,0.05,0.05,0.06,8405.717458000041,14824.5437,True,False,2026-05-03T12:06:32.726548Z,2026-05-03T12:08:24.900589+00:00,S4TN00526,"JOHNSON, GLORIA",DEM,DEM,party_market_selected_candidate,1,S4TN00526
TX,Texas,57672,texas-senate-election-winner,Texas Senate Election Winner,https://polymarket.com/event/texas-senate-election-winner,630964,will-the-republicans-win-the-texas-senate-race-in-2026,Will the Republicans win the Texas Senate race in 2026?,https://polymarket.com/event/texas-senate-election-winner#630964,https://embed.polymarket.com/market?market=will-the-republicans-win-the-texas-senate-race-in-2026&height=300,Republican,party,REP,0.545,0.455,0.54,0.54,0.55,106786.39747700006,31302.2089,True,False,2026-05-03T12:06:28.615009Z,2026-05-03T12:08:24.901962+00:00,S2TX00312,"CRUZ, RAFAEL EDWARD  TED",REP,REP,party_market_selected_candidate,1,S2TX00312
TX,Texas,57672,texas-senate-election-winner,Texas Senate Election Winner,https://polymarket.com/event/texas-senate-election-winner,630963,will-the-democrats-win-the-texas-senate-race-in-2026,Will the Democrats win the Texas Senate race in 2026?,https://polymarket.com/event/texas-senate-election-winner#630963,https://embed.polymarket.com/market?market=will-the-democrats-win-the-texas-senate-race-in-2026&height=300,Democrat,party,DEM,0.46,0.54,0.47,0.45,0.47,87057.52201000006,31924.3832,True,False,2026-05-03T12:06:28.615009Z,2026-05-03T12:08:24.901514+00:00,S6TX00479,"TALARICO, JAMES",DEM,DEM,party_market_selected_candidate,1,S6TX00479
VA,Virginia,57673,virginia-senate-election-winner,Virginia Senate Election Winner,https://polymarket.com/event/virginia-senate-election-winner,630976,will-the-democrats-win-the-virginia-senate-race-in-2026,Will the Democrats win the Virginia Senate race in 2026?,https://polymarket.com/event/virginia-senate-election-winner#630976,https://embed.polymarket.com/market?market=will-the-democrats-win-the-virginia-senate-race-in-2026&height=300,Democrat,party,DEM,0.925,0.075,0.91,0.92,0.93,7894.688954999995,12761.4173,True,False,2026-05-03T12:06:31.536855Z,2026-05-03T12:08:24.902407+00:00,S2VA00142,"KAINE, TIMOTHY MICHAEL",DEM,DEM,party_market_selected_candidate,1,S2VA00142
VA,Virginia,57673,virginia-senate-election-winner,Virginia Senate Election Winner,https://polymarket.com/event/virginia-senate-election-winner,630977,will-the-republicans-win-the-virginia-senate-race-in-2026,Will the Republicans win the Virginia Senate race in 2026?,https://polymarket.com/event/virginia-senate-election-winner#630977,https://embed.polymarket.com/market?market=will-the-republicans-win-the-virginia-senate-race-in-2026&height=300,Republican,party,REP,0.055,0.945,0.08,0.05,0.06,1049.10495,14569.6754,True,False,2026-05-03T12:06:31.536855Z,2026-05-03T12:08:24.902839+00:00,S4VA00353,"CAO, HUNG",REP,REP,party_market_selected_candidate,1,S4VA00353
WV,West Virginia,57674,west-virginia-senate-election-winner,West Virginia Senate Election Winner,https://polymarket.com/event/west-virginia-senate-election-winner,630990,will-the-republicans-win-the-west-virginia-senate-race-in-2026,Will the Republicans win the West Virginia Senate race in 2026?,https://polymarket.com/event/west-virginia-senate-election-winner#630990,https://embed.polymarket.com/market?market=will-the-republicans-win-the-west-virginia-senate-race-in-2026&height=300,Republican,party,REP,0.95,0.05,0.92,0.94,0.96,4608.74725,11863.3778,True,False,2026-05-03T12:06:23.045318Z,2026-05-03T12:08:24.903736+00:00,S4WV00159,"CAPITO, SHELLEY MOORE",REP,REP,party_market_selected_candidate,1,S4WV00159
WV,West Virginia,57674,west-virginia-senate-election-winner,West Virginia Senate Election Winner,https://polymarket.com/event/west-virginia-senate-election-winner,630989,will-the-democrats-win-the-west-virginia-senate-race-in-2026,Will the Democrats win the West Virginia Senate race in 2026?,https://polymarket.com/event/west-virginia-senate-election-winner#630989,https://embed.polymarket.com/market?market=will-the-democrats-win-the-west-virginia-senate-race-in-2026&height=300,Democrat,party,DEM,0.0215,0.9785,0.05,0.014,0.029,3838.202599,1360.6159,True,False,2026-05-03T12:06:23.045318Z,2026-05-03T12:08:24.903282+00:00,S0WV00215,"SWEARENGIN, PAULA JEAN",DEM,DEM,party_market_selected_candidate,1,S0WV00215
WY,Wyoming,57675,wyoming-senate-election-winner,Wyoming Senate Election Winner,https://polymarket.com/event/wyoming-senate-election-winner,631003,will-the-republicans-win-the-wyoming-senate-race-in-2026,Will the Republicans win the Wyoming Senate race in 2026?,https://polymarket.com/event/wyoming-senate-election-winner#631003,https://embed.polymarket.com/market?market=will-the-republicans-win-the-wyoming-senate-race-in-2026&height=300,Republican,party,REP,0.935,0.065,0.94,0.93,0.94,6525.743310000003,12854.2599,True,False,2026-05-03T12:06:31.201446Z,2026-05-03T12:08:24.904194+00:00,S6WY00068,"BARRASSO, JOHN A",REP,REP,party_market_selected_candidate,1,S6WY00068
WY,Wyoming,57675,wyoming-senate-election-winner,Wyoming Senate Election Winner,https://polymarket.com/event/wyoming-senate-election-winner,631002,will-the-democrats-win-the-wyoming-senate-race-in-2026,Will the Democrats win the Wyoming Senate race in 2026?,https://polymarket.com/event/wyoming-senate-election-winner#631002,https://embed.polymarket.com/market?market=will-the-democrats-win-the-wyoming-senate-race-in-2026&height=300,Democrat,party,DEM,0.065,0.935,0.07,0.06,0.07,2437.507722,13703.9164,True,False,2026-05-03T12:06:31.201446Z,2026-05-03T12:08:24.904637+00:00,S4WY00188,"MORROW, SCOTT D MR",DEM,DEM,party_market_selected_candidate,1,S4WY00188
